Name,Position,Dept,Salary
Daniel Turner,OFFICER,CIVIL,94557
Lisa Morris,ENGINEER,WATER,90087
Mark Larson,ANALYST,CIVIL,71803
Jon Nguyen,ANALYST,POLICE,72922
Janice Coleman,OFFICER,WATER,69666
Jonathan Hernandez,DEVELOPER,WATER,74930
Robert Gallegos,ANALYST,GENERAL,78807
Christopher Hart,SUPERVISOR,POLICE,84989
Amanda Sutton,SUPERVISOR,CIVIL,77992
Eric Morales,SUPERVISOR,TELECOM,83580
Sean Mann,DEVELOPER,CIVIL,65993
Warren Farrell,SUPERVISOR,WATER,77915
Daniel Boyd,SUPERVISOR,TELECOM,91308
Amanda Davidson,ENGINEER,TELECOM,83453
Jeffrey Jacobs,SUPERVISOR,TELECOM,68381
Robert Gordon,ENGINEER,POLICE,86389
Jordan Matthews,DEVELOPER,CIVIL,70583
Rebecca Ramos,OFFICER,GENERAL,86369
James Hamilton,OFFICER,POLICE,87958
Linda Davis,ENGINEER,GENERAL,85176
Charles Patterson,ENGINEER,TELECOM,81635
Ashley Wright,ENGINEER,GENERAL,65299
Christina Tapia,OFFICER,GENERAL,70337
Holly Lee,OFFICER,TELECOM,73064
Amanda Jenkins,DEVELOPER,TELECOM,65848
Patricia Rivers,SUPERVISOR,TELECOM,78087
Heather Johnson,ANALYST,CIVIL,85283
Kelsey Smith,DEVELOPER,GENERAL,66292
Mr. Cameron Washington,OFFICER,POLICE,84697
Andrea Hall,ENGINEER,WATER,71165
Keith Robinson,OFFICER,TELECOM,69359
Kevin Sutton,SUPERVISOR,POLICE,73925
Carlos Bell,OFFICER,TELECOM,85881
Michelle Hudson,DEVELOPER,TELECOM,81843
Anthony Mcbride,SUPERVISOR,WATER,80144
Daniel Perry,DEVELOPER,GENERAL,78672
Alicia Acosta,OFFICER,WATER,80740
Shannon Wright,DEVELOPER,GENERAL,89338
Michael Bailey,ENGINEER,WATER,72412
Donna Combs,ENGINEER,TELECOM,79283
James Miller,ANALYST,TELECOM,94638
John Campbell,ENGINEER,POLICE,68069
Earl Webster,ANALYST,TELECOM,73404
Paul Nguyen,SUPERVISOR,CIVIL,77902
Cynthia Johnson,DEVELOPER,POLICE,78571
Laura Henry,ENGINEER,GENERAL,92565
Thomas Watkins,SUPERVISOR,POLICE,88965
Joseph Daniels,DEVELOPER,TELECOM,67140
Richard Brown,OFFICER,WATER,67549
Candice Smith,ANALYST,TELECOM,67064
Jonathan Wood,DEVELOPER,WATER,86901
Deborah Phillips,ENGINEER,CIVIL,77078
Kristin Knox,ENGINEER,WATER,73376
Natalie Smith,DEVELOPER,TELECOM,87974
Rebecca Cook,SUPERVISOR,TELECOM,79073
Ashley Wilson,OFFICER,WATER,91811
Andre Long,OFFICER,WATER,89931
Albert Brown,ANALYST,TELECOM,89164
Daniel Wallace,DEVELOPER,CIVIL,87132
Abigail Weaver,ENGINEER,CIVIL,73529
Cheryl Evans,SUPERVISOR,POLICE,67494
Glen Smith,ANALYST,GENERAL,85239
Christopher Adams,ENGINEER,GENERAL,94431
Jacqueline Lewis,ANALYST,POLICE,94249
Heather Morales,SUPERVISOR,WATER,92110
Kevin Ball,SUPERVISOR,WATER,76129
Angela Moore,SUPERVISOR,WATER,76234
Phillip Berry,DEVELOPER,WATER,92177
Robert Simon,ANALYST,CIVIL,91414
Joanna Allen,OFFICER,CIVIL,87726
Samantha Hayes,ANALYST,POLICE,92383
Leah Marks,ENGINEER,GENERAL,74297
Patrick Johnson,DEVELOPER,TELECOM,92748
Jeffrey Powell,OFFICER,WATER,89214
John Williams,SUPERVISOR,POLICE,80178
Kathleen Brooks,SUPERVISOR,GENERAL,67890
Jessica Mccormick,ANALYST,TELECOM,65604
Antonio Franco,SUPERVISOR,GENERAL,93989
Kelly Johnson,ENGINEER,TELECOM,66697
Brooke Anderson,SUPERVISOR,TELECOM,90193
Michelle Webb,SUPERVISOR,CIVIL,88344
Michael Ramsey,SUPERVISOR,POLICE,69297
Sarah Martin,OFFICER,CIVIL,85212
Ashley Massey,OFFICER,CIVIL,68560
Amy Harris,OFFICER,GENERAL,90633
Lauren Spears,SUPERVISOR,GENERAL,79887
Melissa Lane,ENGINEER,CIVIL,70096
Andre Melton,SUPERVISOR,WATER,90908
Andrew Nunez,OFFICER,WATER,68893
Haley Kent,SUPERVISOR,GENERAL,73941
Kristin Hernandez,DEVELOPER,TELECOM,72467
Christopher Cole,ANALYST,TELECOM,73895
Karen Smith,ENGINEER,GENERAL,65538
Wendy Jones,SUPERVISOR,TELECOM,87045
Theresa Fisher,OFFICER,POLICE,84151
Jacqueline Smith,ENGINEER,WATER,68521
Jeremiah Brooks,ANALYST,TELECOM,66567
Andrew Sweeney,DEVELOPER,GENERAL,81269
Perry Morgan,ENGINEER,POLICE,93852
Richard Peterson,SUPERVISOR,WATER,84065
James Hernandez,OFFICER,POLICE,72860
Thomas Weaver,SUPERVISOR,WATER,71100
Alan Martin,ANALYST,WATER,93833
Jeanette Villanueva,DEVELOPER,WATER,65822
Ashley Warren,SUPERVISOR,TELECOM,90197
Theresa Hill,SUPERVISOR,TELECOM,88751
Daniel Moore,DEVELOPER,WATER,94101
Jeremy Gamble,ANALYST,TELECOM,84890
Nicholas Diaz,DEVELOPER,TELECOM,77601
Dylan Payne,SUPERVISOR,CIVIL,82903
Curtis Garcia,ENGINEER,WATER,84473
Madison Morales,ENGINEER,GENERAL,84020
Gary Martin,SUPERVISOR,WATER,67347
Monica Sanders,OFFICER,GENERAL,87349
Mark Robertson,SUPERVISOR,POLICE,82678
Daniel Howard,ANALYST,GENERAL,76583
Alexander Wade,DEVELOPER,GENERAL,79414
Mark Boyd,ANALYST,WATER,90729
Dylan Moreno PhD,ANALYST,POLICE,87244
Holly Perez,ANALYST,TELECOM,80803
Antonio Harris,ENGINEER,GENERAL,72938
Joseph Andrews,ANALYST,CIVIL,81987
Martha Reynolds,ENGINEER,POLICE,87351
Karen Palmer,OFFICER,GENERAL,84743
Monica Gray,ANALYST,CIVIL,91660
Wesley Snyder,SUPERVISOR,GENERAL,93088
Alex Stevens,ANALYST,TELECOM,78245
Hailey Molina,OFFICER,CIVIL,89696
Jennifer Anderson,SUPERVISOR,TELECOM,93478
Melanie Harrison,DEVELOPER,WATER,86932
Holly Maxwell,SUPERVISOR,CIVIL,85982
Jennifer Shields,DEVELOPER,POLICE,94358
Brandon Walker,ENGINEER,WATER,79663
Zachary Mosley,OFFICER,GENERAL,91451
Dr. Melissa Grant,ANALYST,CIVIL,76687
Carl Smith,ANALYST,CIVIL,91952
Dylan Johnson,SUPERVISOR,POLICE,91039
Kelly Santiago,ANALYST,GENERAL,93530
Ashley Frost,OFFICER,WATER,66132
Karen Aguilar,DEVELOPER,TELECOM,94034
Dustin Allen,ENGINEER,POLICE,73260
Ronald Andrews,DEVELOPER,GENERAL,94858
Brett Martin,OFFICER,CIVIL,74421
Eric Russell,ENGINEER,GENERAL,65683
Michelle Fernandez,DEVELOPER,TELECOM,82464
Elizabeth Salazar,SUPERVISOR,CIVIL,81217
Scott Watkins,ENGINEER,GENERAL,70496
Shannon Flores,OFFICER,WATER,74760
Brian Lopez,SUPERVISOR,TELECOM,65426
Brandon Mclaughlin,DEVELOPER,WATER,85822
Erin Manning,OFFICER,GENERAL,80852
Samantha Schwartz,OFFICER,GENERAL,86388
Maureen Hudson,ANALYST,POLICE,68958
Katrina Willis,OFFICER,WATER,66898
Patricia Kirby,ENGINEER,CIVIL,81000
Michael Harrington,ENGINEER,GENERAL,87319
Michael Perez,OFFICER,CIVIL,85263
Darren Mcdowell,SUPERVISOR,WATER,94268
Carrie Adams,DEVELOPER,POLICE,85926
April Cooper,DEVELOPER,CIVIL,86701
Kelly Moore,DEVELOPER,TELECOM,80840
Edward Trujillo,OFFICER,POLICE,81014
Casey Ross,ANALYST,WATER,76356
George Hudson,ENGINEER,CIVIL,76195
Robert Fox,DEVELOPER,TELECOM,69429
Melvin Martin,OFFICER,GENERAL,73125
Stacey Jackson,OFFICER,WATER,65374
Lisa Malone,OFFICER,POLICE,89133
Deborah Jones,DEVELOPER,POLICE,85825
Eric Johnson,ANALYST,WATER,70848
Diane Kline,OFFICER,TELECOM,70188
Virginia Green,ANALYST,POLICE,66946
Eric Chen,DEVELOPER,TELECOM,67276
Jonathan Hall,DEVELOPER,CIVIL,88309
Dr. Deborah Marshall,SUPERVISOR,WATER,66234
Caroline Melton,ANALYST,CIVIL,65793
Ronald Mclaughlin,SUPERVISOR,WATER,83226
Nichole Thompson,ENGINEER,POLICE,78035
Mark Tran MD,DEVELOPER,WATER,71955
Wesley Shepard,ENGINEER,TELECOM,77516
Victoria Massey,SUPERVISOR,TELECOM,80538
Alexander Reese,OFFICER,POLICE,77477
Lori Rivera,OFFICER,CIVIL,67008
Mitchell Morrow,DEVELOPER,CIVIL,86099
Mr. David Schmidt,ENGINEER,CIVIL,94749
Chelsea Myers,DEVELOPER,GENERAL,82420
Joshua Jenkins,ANALYST,WATER,67372
Ashley Young,SUPERVISOR,POLICE,82805
Ashley Simpson,OFFICER,POLICE,66964
Jeremy Nicholson,DEVELOPER,WATER,91421
Michael Evans,ANALYST,POLICE,81507
Kristin Rodriguez,SUPERVISOR,CIVIL,85337
Natasha Brown,ANALYST,POLICE,88803
Robert Rodriguez,OFFICER,POLICE,79945
Brianna Lambert,OFFICER,TELECOM,90146
Michael Stout,DEVELOPER,TELECOM,80235
Susan Russell,DEVELOPER,TELECOM,82673
Christopher Gibson,SUPERVISOR,CIVIL,89783
Donald Adams,SUPERVISOR,CIVIL,84417
Nicholas Yang,OFFICER,WATER,91396
Oscar Shaffer,ENGINEER,CIVIL,85592
Kara Murphy,DEVELOPER,TELECOM,85749
Cody Schmidt,ANALYST,TELECOM,90172
Joseph Ramirez,DEVELOPER,GENERAL,67723
Glenn Johnson,OFFICER,GENERAL,89934
Richard Smith,ANALYST,GENERAL,84135
Olivia Rodriguez,ENGINEER,CIVIL,82342
Gregory Smith,SUPERVISOR,GENERAL,88469
Terry Hamilton,DEVELOPER,TELECOM,70316
Emily Turner,ENGINEER,POLICE,82630
Renee Nolan,OFFICER,TELECOM,75348
Ashley Arnold,ENGINEER,WATER,73669
Brittany Warren,ENGINEER,POLICE,73642
Ana Webster,ANALYST,GENERAL,70704
Larry Holder,OFFICER,CIVIL,92808
Tina Mcgee,OFFICER,POLICE,65768
Lisa Williams,ENGINEER,CIVIL,90206
Catherine Crane,DEVELOPER,TELECOM,76060
Holly Castro,SUPERVISOR,CIVIL,76377
Leonard Jackson,ENGINEER,GENERAL,79226
George Brown,SUPERVISOR,POLICE,78906
Michael Rivera,ENGINEER,GENERAL,69571
Abigail Spencer,SUPERVISOR,POLICE,68411
Joseph Williamson,DEVELOPER,WATER,91876
Tammy Taylor,ENGINEER,POLICE,71306
Amber Oconnor,SUPERVISOR,GENERAL,70369
Mr. Charles Boyd,OFFICER,CIVIL,91263
Bruce Carter,ENGINEER,CIVIL,72376
Roberta Baker,ENGINEER,POLICE,82828
Angela Crosby,OFFICER,TELECOM,83133
Marcia Mullins,OFFICER,GENERAL,94131
Robert Smith,ANALYST,CIVIL,93853
Ebony Huffman,OFFICER,POLICE,70448
Deanna Coleman,SUPERVISOR,GENERAL,65678
Christy Johnson,SUPERVISOR,TELECOM,88006
Lance Henderson,ENGINEER,POLICE,78035
Lindsay Horne,SUPERVISOR,CIVIL,80850
Tamara Hunt,ENGINEER,POLICE,68274
Laura Alvarez,ENGINEER,CIVIL,68506
David Garcia,DEVELOPER,GENERAL,68463
Daniel Hahn MD,OFFICER,GENERAL,82393
Wesley Giles,OFFICER,CIVIL,78617
Anna Hartman,DEVELOPER,WATER,94912
Gail Nichols,SUPERVISOR,WATER,67793
Victoria Carter,SUPERVISOR,WATER,78704
Jillian Taylor,DEVELOPER,WATER,92135
Jacqueline Wilson,DEVELOPER,POLICE,67381
Meghan Gray,OFFICER,CIVIL,90061
Christopher Spencer,OFFICER,CIVIL,82502
Mary Rivera,DEVELOPER,GENERAL,86128
Jeanne Pratt,DEVELOPER,TELECOM,78735
Joseph Clark,SUPERVISOR,POLICE,74529
Zachary Day,DEVELOPER,WATER,76466
Nicholas Brown,ANALYST,TELECOM,79015
Christian Esparza,ANALYST,GENERAL,75999
Robin Edwards,ENGINEER,CIVIL,74562
Kimberly Allen,ENGINEER,TELECOM,70649
Michael Brown,SUPERVISOR,CIVIL,79557
Joseph Gonzales,DEVELOPER,GENERAL,84101
Alex Walsh,ANALYST,CIVIL,88509
Devin Orozco,DEVELOPER,WATER,87299
Julie Brown,ANALYST,TELECOM,67897
Abigail Shaw,DEVELOPER,CIVIL,66114
Adam Murray,ENGINEER,WATER,86891
Evan Hurley DVM,ENGINEER,CIVIL,89235
Sabrina Harris,OFFICER,POLICE,73684
Angela Joseph,OFFICER,GENERAL,76565
Katherine Thompson,OFFICER,CIVIL,91084
Shirley Dunn,OFFICER,TELECOM,86106
Adrian Hernandez,OFFICER,GENERAL,84985
Dana Hughes,DEVELOPER,WATER,69614
Julia Acosta,ENGINEER,POLICE,86315
Kimberly Garcia DDS,SUPERVISOR,CIVIL,94847
Brittany Foster,DEVELOPER,WATER,76035
Karen Allen,ANALYST,CIVIL,67467
Brooke Martinez,OFFICER,TELECOM,85926
Jo Watts,ANALYST,TELECOM,87501
Michael Ryan,ENGINEER,WATER,91356
Felicia Vasquez,ANALYST,TELECOM,68002
Allen Perry,DEVELOPER,WATER,89797
Steven Wheeler,ANALYST,POLICE,79234
Megan Jefferson,ENGINEER,GENERAL,89088
Frank Garcia,ANALYST,POLICE,75515
Terry Rivera,DEVELOPER,CIVIL,66755
Jerry Brown,ENGINEER,POLICE,83864
Lisa Jackson,ANALYST,POLICE,76513
Shaun White,OFFICER,GENERAL,72060
Tracey Cruz,SUPERVISOR,WATER,73982
Joseph Howard,ANALYST,WATER,78350
Gary Martin,ENGINEER,TELECOM,79257
Anthony Garcia,ANALYST,POLICE,87688
Ashley Phillips,ANALYST,CIVIL,79513
Leslie Haney,ANALYST,WATER,74318
Christopher Cooper,DEVELOPER,WATER,74659
Melanie Reyes,SUPERVISOR,POLICE,88063
Angel Gibson,DEVELOPER,CIVIL,77702
Vickie Sanchez,ENGINEER,POLICE,91238
Emily Bartlett,ANALYST,CIVIL,89418
Carl Montgomery,SUPERVISOR,WATER,65674
Nicole Ortiz,ANALYST,CIVIL,74373
Jamie Cruz,DEVELOPER,TELECOM,69275
Amanda Carpenter,ANALYST,WATER,69589
Carlos Wagner,DEVELOPER,GENERAL,72741
Whitney Mckay,SUPERVISOR,GENERAL,80827
Richard Fischer,OFFICER,GENERAL,88567
Raymond York,ENGINEER,GENERAL,92804
Andrea Berger,SUPERVISOR,POLICE,78783
Christian White,ENGINEER,GENERAL,88250
Vanessa Jones,ANALYST,POLICE,83234
Sandra Brown,SUPERVISOR,TELECOM,73677
Michael Blake,ANALYST,WATER,77374
Megan Sweeney,ENGINEER,CIVIL,80623
Debra Chan,ENGINEER,WATER,68344
Matthew Smith,ENGINEER,TELECOM,82079
Tricia Wright,OFFICER,WATER,86967
Andrew Jones,ANALYST,CIVIL,77889
Joshua Chavez,DEVELOPER,WATER,73714
Kimberly Berry,OFFICER,TELECOM,91131
Sean Galvan,OFFICER,GENERAL,79494
Danielle Dorsey,SUPERVISOR,TELECOM,80322
Michael Garcia DDS,DEVELOPER,TELECOM,88429
Paul Maynard,ENGINEER,WATER,74940
Edwin Garcia,DEVELOPER,GENERAL,78143
Jacqueline Hurst,ANALYST,TELECOM,89986
Julie Morrow,OFFICER,CIVIL,84422
Lori Bennett,ENGINEER,POLICE,80619
Christopher Brown,SUPERVISOR,POLICE,80118
Ashley Meyers,OFFICER,WATER,77175
Melanie Crawford,ENGINEER,GENERAL,74734
Steven Gibson,SUPERVISOR,TELECOM,86050
Andrew Alvarez,DEVELOPER,POLICE,88320
Jenny Curry,SUPERVISOR,POLICE,85500
Kelli Shepard,OFFICER,TELECOM,91397
Melissa Schroeder,DEVELOPER,TELECOM,87378
Shawn Thompson,SUPERVISOR,GENERAL,66426
Alexander Collier,DEVELOPER,CIVIL,78746
Wayne Avery,SUPERVISOR,GENERAL,80061
Shawn Martin,ANALYST,TELECOM,68769
John Mills,ENGINEER,GENERAL,86839
Zachary Deleon,ENGINEER,POLICE,70858
Carrie Ortiz,DEVELOPER,CIVIL,66522
Emily Rogers,DEVELOPER,GENERAL,90330
Emily Macdonald,ENGINEER,WATER,76473
Christopher Peck,ANALYST,TELECOM,82716
Brian Cunningham,ENGINEER,WATER,73392
Kyle Gibson,SUPERVISOR,WATER,74402
Krystal Patel,ANALYST,GENERAL,68889
Joshua Barrett,DEVELOPER,POLICE,86736
Dana Randall,ENGINEER,TELECOM,91441
Karen Martin,ENGINEER,TELECOM,68535
Jennifer Hill,DEVELOPER,CIVIL,87943
Jacqueline Daniel,SUPERVISOR,TELECOM,78349
Laurie Jimenez,OFFICER,TELECOM,68234
William Maynard,OFFICER,GENERAL,86488
Jorge Atkinson,OFFICER,POLICE,86434
Maria Watts,OFFICER,TELECOM,87071
Allison Wilson,DEVELOPER,WATER,83617
Desiree Booth,OFFICER,WATER,92142
Frank Brown,ANALYST,GENERAL,91848
James Webster,ENGINEER,TELECOM,82032
Justin Torres,SUPERVISOR,TELECOM,83351
Eric Harper,OFFICER,POLICE,69412
Douglas Hernandez,DEVELOPER,CIVIL,67407
Thomas Duncan,ENGINEER,CIVIL,81051
Jamie Stone,OFFICER,TELECOM,77621
Mr. Jason Brooks,ANALYST,TELECOM,71377
David Russell,ANALYST,POLICE,92297
Courtney Cantu,ANALYST,POLICE,87319
Alyssa Lowe,DEVELOPER,TELECOM,73893
Eric Thomas,DEVELOPER,GENERAL,94820
Johnny Farrell,SUPERVISOR,POLICE,94889
Gabriel Roy,ANALYST,POLICE,86529
Earl Acosta,ENGINEER,POLICE,90995
Logan Holmes,ANALYST,GENERAL,89039
Johnny Norman,ENGINEER,WATER,83552
Diane Barnett,OFFICER,CIVIL,73566
Mark Jones,OFFICER,GENERAL,85241
Leah Moon,DEVELOPER,TELECOM,83214
Daniel Wright,SUPERVISOR,POLICE,70064
Mrs. Angela Ross,ANALYST,WATER,80223
Robert Andrade DDS,DEVELOPER,TELECOM,75549
Mrs. Marie Lester PhD,ENGINEER,CIVIL,85970
Ian Farrell,SUPERVISOR,GENERAL,79832
James Brown,ENGINEER,GENERAL,65467
Jennifer Williams,ENGINEER,WATER,83026
Bill Mitchell,DEVELOPER,TELECOM,78755
William Calderon,ENGINEER,CIVIL,66433
Ryan Gould,OFFICER,GENERAL,65267
Paula Kelly,SUPERVISOR,GENERAL,82817
John Thomas,OFFICER,POLICE,93279
Timothy Rice DDS,ANALYST,GENERAL,81759
Kristie Armstrong,OFFICER,POLICE,87904
Anne Perez,ENGINEER,POLICE,65015
Jennifer Lewis,SUPERVISOR,WATER,79944
Daniel Valencia,ANALYST,WATER,82896
Shannon Gregory,DEVELOPER,GENERAL,89122
Nathaniel Bartlett,DEVELOPER,WATER,90754
Stephen Navarro,ENGINEER,POLICE,94764
Melanie Watkins,ENGINEER,POLICE,79886
Destiny Thomas,OFFICER,POLICE,93138
Latoya Warren,ANALYST,POLICE,94479
Amy Fry,DEVELOPER,GENERAL,89180
Lauren Bennett,ENGINEER,WATER,71719
Richard Lawson,ANALYST,CIVIL,77401
James Frazier,DEVELOPER,WATER,68697
Nancy Mcbride,SUPERVISOR,TELECOM,67264
Evelyn Franklin,SUPERVISOR,POLICE,83954
Larry Walker,ANALYST,POLICE,79592
Amanda Cummings MD,OFFICER,WATER,79887
Rodney Thompson,ENGINEER,GENERAL,86730
Alison Walker,ENGINEER,GENERAL,75100
Maria Pruitt,ENGINEER,GENERAL,78398
Angela Bryant,ENGINEER,TELECOM,82627
Jason Brown,ENGINEER,TELECOM,84128
Andrew Joyce,ENGINEER,CIVIL,71561
Melissa Winters,ANALYST,GENERAL,90275
Stephen Hudson,ANALYST,CIVIL,86130
Kenneth Cobb,SUPERVISOR,GENERAL,75610
Christopher Gonzalez,SUPERVISOR,GENERAL,67898
Rebecca Robinson,OFFICER,GENERAL,69613
Alexis Trevino,ENGINEER,WATER,76778
Sean Jones,SUPERVISOR,GENERAL,81520
Ashley Navarro,SUPERVISOR,CIVIL,92696
Joshua Smith,ENGINEER,GENERAL,86281
David Saunders,ENGINEER,TELECOM,78107
Nicole Cameron,ENGINEER,GENERAL,91740
Thomas Williams,ANALYST,POLICE,94081
James Perez,DEVELOPER,POLICE,86712
Stephen Gonzalez,ANALYST,POLICE,76473
Dr. Deborah Johnson,SUPERVISOR,GENERAL,80998
Lisa Williams,SUPERVISOR,WATER,65607
Susan Manning,ENGINEER,GENERAL,78414
Kristopher Wilson,OFFICER,TELECOM,88579
Brandon Gonzalez,ANALYST,GENERAL,86929
Elizabeth Mcdaniel,OFFICER,GENERAL,74753
Stephen Lewis,OFFICER,CIVIL,80335
Jonathan Craig,ANALYST,TELECOM,85552
Jessica Kent,ENGINEER,POLICE,71130
Alison Johnson,DEVELOPER,GENERAL,90583
Deborah Hall,ANALYST,GENERAL,87355
Judith Lopez,OFFICER,TELECOM,75757
Michael Harper,SUPERVISOR,GENERAL,67650
Matthew Rodriguez,OFFICER,GENERAL,85184
Veronica Collins,OFFICER,CIVIL,85523
Gary Petty,ENGINEER,GENERAL,74160
Anita Austin,SUPERVISOR,GENERAL,74858
Ryan Pratt,ANALYST,CIVIL,73862
Michelle Lewis,ANALYST,TELECOM,66406
Jennifer Koch,OFFICER,GENERAL,93467
Michael Cooper,ENGINEER,CIVIL,71024
Ariel Harris,ANALYST,GENERAL,78036
William Williams,SUPERVISOR,GENERAL,92534
Mrs. Nicole Montgomery DVM,OFFICER,CIVIL,86521
Alexis Gutierrez,ENGINEER,POLICE,92139
Allison Wise,OFFICER,GENERAL,85897
Jillian Cruz,OFFICER,TELECOM,79969
Nicholas Garcia,OFFICER,POLICE,83672
Derrick Gibson,DEVELOPER,TELECOM,93313
William Shaffer,ENGINEER,TELECOM,79626
Michael Martinez,SUPERVISOR,WATER,86548
Megan Davis,ANALYST,WATER,75819
Tonya Drake,SUPERVISOR,TELECOM,93614
Ashley Allen,DEVELOPER,GENERAL,65802
Thomas Sherman,ANALYST,TELECOM,78905
Gerald Davidson,ANALYST,POLICE,65047
Melinda Boyd,OFFICER,TELECOM,87759
Justin Combs,ANALYST,POLICE,69184
Karen Kidd,ENGINEER,CIVIL,93088
Daniel Robinson,ENGINEER,TELECOM,88059
Aaron Garza,ENGINEER,TELECOM,85338
David Perry,SUPERVISOR,CIVIL,87229
Whitney Schultz,OFFICER,POLICE,69437
Gary Williams,SUPERVISOR,POLICE,83748
Richard Boyd,OFFICER,CIVIL,94369
Jason Weaver,DEVELOPER,WATER,75101
Mr. Jeffery Price,SUPERVISOR,CIVIL,66658
Jason Ashley,ANALYST,TELECOM,91503
Lauren Cooper,DEVELOPER,CIVIL,94410
Austin Rodriguez,ENGINEER,TELECOM,82454
Linda Davis,DEVELOPER,CIVIL,74464
John Hughes,DEVELOPER,CIVIL,72956
Jeffrey Martinez,OFFICER,GENERAL,71967
Michael Lee,SUPERVISOR,CIVIL,69326
Melvin Bennett,ANALYST,GENERAL,65970
Teresa Watkins,ANALYST,POLICE,93136
Elizabeth Johnson,OFFICER,POLICE,88465
Clayton Thompson,DEVELOPER,WATER,73750
Sandra Jones,DEVELOPER,TELECOM,85563
Brian Wilson,OFFICER,GENERAL,65470
Christopher Lyons,SUPERVISOR,WATER,66492
Jessica Daniels,ENGINEER,WATER,71381
Andrew Levine,OFFICER,TELECOM,90591
Brittany Porter,ANALYST,CIVIL,93692
Lance Johnson,SUPERVISOR,CIVIL,73165
Jerry Wu,ENGINEER,CIVIL,83194
Joshua Davis,ENGINEER,GENERAL,92819
Cameron Pena,DEVELOPER,CIVIL,76279
Tammy Davis,DEVELOPER,TELECOM,88844
Sandra Serrano,SUPERVISOR,TELECOM,69547
Joseph Cohen,SUPERVISOR,GENERAL,78553
Julia Wilkins,ANALYST,TELECOM,77588
Ryan Ramirez,ANALYST,TELECOM,65801
Alan Glover,DEVELOPER,CIVIL,73761
Michael Miller,ANALYST,CIVIL,82207
Benjamin Hebert,ENGINEER,CIVIL,75154
Susan Carlson,ANALYST,CIVIL,68655
David Garrett,ENGINEER,POLICE,66680
Charles Hood,OFFICER,WATER,76252
Clayton Nelson,SUPERVISOR,TELECOM,78277
Larry Peterson,SUPERVISOR,TELECOM,92803
Robert Hartman,ENGINEER,WATER,74362
Scott Harris,DEVELOPER,GENERAL,81702
Cynthia Salinas,SUPERVISOR,WATER,84168
Amy Williams,SUPERVISOR,GENERAL,74376
Jasmine Johnson,SUPERVISOR,CIVIL,65198
Melissa Morales,SUPERVISOR,POLICE,87591
Katherine Fernandez,SUPERVISOR,TELECOM,66154
Matthew Brock,SUPERVISOR,CIVIL,71947
Janet Torres,ENGINEER,CIVIL,66322
Gregory Campbell,DEVELOPER,GENERAL,94802
Katherine Schmidt,SUPERVISOR,POLICE,92942
Michael Delgado,OFFICER,GENERAL,68422
Candice Kaiser,ANALYST,CIVIL,86244
Nathan Allen,OFFICER,WATER,82524
Heather Walters,DEVELOPER,TELECOM,86461
Elizabeth Rios,ANALYST,TELECOM,75672
Ralph Joyce,ANALYST,TELECOM,70358
Thomas Hall,ENGINEER,GENERAL,82186
Megan Young,OFFICER,WATER,73065
Christopher Collins,ENGINEER,TELECOM,67508
Michelle Novak,ANALYST,GENERAL,80081
Jennifer Wilson,DEVELOPER,POLICE,67653
Gina Nelson,ANALYST,POLICE,93205
Arthur Page,OFFICER,CIVIL,79466
Vanessa Nelson,DEVELOPER,TELECOM,91801
Dr. Jennifer Simmons,ENGINEER,CIVIL,66690
April Daniels,SUPERVISOR,GENERAL,85438
Laurie Guerrero,OFFICER,GENERAL,82031
Sandra Carter,SUPERVISOR,GENERAL,70087
Mary Dixon,DEVELOPER,POLICE,73463
Rhonda Gibson,ENGINEER,CIVIL,83790
Denise Pham,SUPERVISOR,CIVIL,73286
Danielle Thomas,ANALYST,WATER,85836
Janet Cooper,SUPERVISOR,CIVIL,77793
Bradley James,ANALYST,GENERAL,84080
Rhonda Hendricks,ENGINEER,GENERAL,78694
Dr. Tiffany Mcclure DDS,OFFICER,CIVIL,85704
Amanda Jensen,OFFICER,GENERAL,86800
Thomas Fernandez,DEVELOPER,CIVIL,77553
Christopher Parker,SUPERVISOR,TELECOM,82154
Daniel Harris,OFFICER,GENERAL,74598
April Conner,ENGINEER,POLICE,90867
Ashley Robinson,ANALYST,CIVIL,85790
Chris Keith,SUPERVISOR,WATER,88777
Mark Davis,OFFICER,CIVIL,92434
Nicole Jackson,ANALYST,POLICE,85977
Jamie Jones,OFFICER,TELECOM,71347
Melissa Nelson,OFFICER,WATER,78759
Deanna Neal,OFFICER,TELECOM,75438
Jacqueline Olsen MD,DEVELOPER,TELECOM,67035
Monica Mitchell,ENGINEER,GENERAL,89657
Kristin Anderson,SUPERVISOR,TELECOM,85354
Samantha Smith,SUPERVISOR,GENERAL,89986
Megan Villegas,DEVELOPER,CIVIL,83783
Elizabeth Berg,SUPERVISOR,TELECOM,83523
Annette Solis,OFFICER,WATER,78623
Kimberly Jones,ANALYST,POLICE,72443
Adriana Hurst,OFFICER,CIVIL,81987
Anthony Cross,ENGINEER,CIVIL,93403
Bobby Escobar,ENGINEER,POLICE,90601
Dominique Barrett,ANALYST,WATER,76421
Adam Wiley,ANALYST,TELECOM,68575
Ernest Pierce DDS,ENGINEER,WATER,90065
Scott Hopkins,SUPERVISOR,TELECOM,84103
Douglas Adams,ENGINEER,WATER,70781
Jill Robinson,SUPERVISOR,GENERAL,66828
William Nichols,ENGINEER,TELECOM,76387
Michael Brown,SUPERVISOR,CIVIL,67541
