Name,Gender,Start_Date,Login_Time,Salary,Bonus%,Is_Senior_Management,Department
Jessica Wang,Male,09-02-2021,02:22:01,66563,11,TRUE,IT
Joseph Hale,Male,18-08-2017,21:01:20,79861,4,TRUE,IT
Martin Jenkins,Male,25-10-2023,13:42:00,62849,9,FALSE,Sales
Elizabeth Keith,Female,08-06-2017,21:23:32,60838,14,FALSE,IT
Lindsey Wilson,Male,26-09-2020,11:11:03,79774,1,FALSE,Sales
Adam Austin,Female,28-01-2022,15:51:50,76345,12,FALSE,HR
Rebecca Martinez,Male,12-04-2022,16:13:19,74362,16,TRUE,IT
Steven Hall,Female,21-05-2022,09:47:04,73082,13,FALSE,Marketing
Alexandra Brown,Female,23-06-2019,17:22:46,78415,7,FALSE,HR
Lisa Romero,Female,26-02-2016,04:52:37,66893,16,FALSE,Sales
Dustin Houston,Female,20-07-2020,18:33:13,60537,16,FALSE,IT
Danielle Williams,Male,01-10-2019,20:30:40,70950,20,FALSE,Sales
Glenda Norton,Female,26-09-2016,09:59:11,66041,12,FALSE,Sales
Cassandra Peterson,Male,08-02-2023,10:25:32,64677,10,FALSE,Sales
Miss Suzanne Perez,Female,06-12-2017,21:42:42,68029,20,FALSE,Marketing
Olivia Gregory,Male,30-07-2016,21:31:14,75518,1,FALSE,Marketing
Tiffany Haynes,Male,15-05-2023,12:05:02,66305,7,FALSE,IT
Mrs. Heather Smith MD,Female,13-03-2017,23:37:59,73637,12,TRUE,HR
Kevin Mccarthy,Female,03-12-2021,12:49:16,63281,9,FALSE,HR
Michael Payne,Male,26-07-2023,05:15:39,72400,16,FALSE,Sales
Carolyn Reed,Female,11-10-2015,05:58:34,77037,16,FALSE,Sales
William Roberts,Female,29-07-2023,06:11:09,68211,19,FALSE,HR
Carl Koch,Male,03-09-2023,14:28:35,71803,2,FALSE,IT
John Tapia,Female,21-11-2015,14:20:25,62840,7,FALSE,IT
Desiree Owens,Male,27-10-2021,10:37:21,78397,17,TRUE,Sales
Jose Black,Male,15-07-2018,18:49:26,77840,7,TRUE,HR
Andrea Chavez,Female,27-04-2016,16:31:54,78982,6,FALSE,Marketing
Tracy Boyle,Female,20-11-2020,08:06:20,79189,2,TRUE,Sales
Tammy Short,Female,11-02-2021,12:03:10,76181,19,TRUE,HR
Katherine Robertson,Male,06-01-2022,16:05:30,65169,5,TRUE,HR
Shannon Massey,Female,24-09-2022,15:05:14,67047,3,FALSE,Sales
Linda Nicholson,Male,05-01-2015,07:21:47,60193,20,TRUE,Sales
Ray Warner,Male,20-04-2022,14:07:18,71921,4,TRUE,HR
Cynthia Zimmerman,Male,12-06-2022,19:48:15,67941,12,TRUE,HR
Terri Hodges PhD,Female,30-03-2017,01:36:00,60159,18,TRUE,HR
Courtney Allen,Male,22-10-2017,06:14:07,75893,1,TRUE,Sales
Edward Green,Male,26-04-2015,19:43:31,77998,19,FALSE,Marketing
Mark Andrews,Male,21-03-2016,11:19:36,61145,3,TRUE,IT
Matthew Shaw,Male,29-03-2017,09:11:25,68024,3,FALSE,Marketing
Sandy Michael,Female,06-10-2017,16:37:10,73069,18,TRUE,HR
Thomas Flynn,Male,16-03-2017,02:39:06,63447,20,TRUE,Marketing
Nicole Collins,Female,26-08-2023,14:58:38,71231,6,TRUE,IT
Joseph Johnson,Female,18-03-2016,10:59:10,77353,7,FALSE,Sales
Jack Silva,Female,22-01-2015,13:21:33,63726,11,TRUE,IT
Kylie Anderson,Female,27-07-2018,11:35:38,76148,9,FALSE,HR
Zachary Roman,Male,16-10-2021,02:46:59,75243,20,TRUE,Marketing
Timothy Clark,Male,24-04-2021,08:57:59,64370,15,TRUE,Sales
Jason Oliver,Male,11-12-2015,01:22:23,68339,1,TRUE,Sales
Patrick Martinez,Male,05-06-2017,23:10:38,77868,6,FALSE,HR
Emily Stokes,Male,04-06-2023,22:22:36,66714,5,TRUE,Marketing
Robert Thomas,Male,23-09-2023,21:28:55,60819,11,TRUE,Sales
Steven Martinez,Female,09-04-2022,15:05:39,62492,17,TRUE,Sales
Robert Marshall,Female,22-11-2016,19:41:16,66124,14,FALSE,Sales
Anthony Peters MD,Female,08-04-2018,10:09:07,64835,20,TRUE,Sales
Emily Decker,Male,09-06-2016,17:34:04,67216,3,TRUE,Marketing
Roger Meyer,Female,02-07-2016,12:32:12,78481,11,FALSE,Sales
Maurice Proctor,Male,19-07-2016,13:37:45,65487,12,FALSE,HR
Kevin Ward,Male,19-11-2018,16:30:50,62734,12,FALSE,HR
Nicholas Peterson,Male,08-11-2020,07:30:22,74188,14,FALSE,Sales
Alexander Murphy,Male,19-06-2022,16:26:44,65882,10,TRUE,IT
Thomas Casey,Male,02-09-2021,15:56:24,76619,12,FALSE,Sales
Robert Carroll,Female,21-11-2021,04:29:24,74497,7,TRUE,Sales
Jon Herrera,Male,12-06-2017,21:03:46,61336,19,FALSE,HR
Stacey Anderson,Female,04-12-2022,23:19:16,71075,6,TRUE,IT
Leslie Reed,Male,20-06-2021,05:21:08,71829,6,TRUE,IT
Tracy Vance,Male,21-07-2017,14:59:19,61987,10,TRUE,Marketing
Jody Bolton,Female,02-09-2015,22:47:13,70476,0,FALSE,IT
Mark Mcdaniel,Male,02-06-2023,05:42:11,77948,9,FALSE,Marketing
Jacqueline Jones,Female,28-02-2022,09:52:08,62040,7,FALSE,IT
Teresa Brown,Female,24-09-2019,10:31:20,74813,19,FALSE,HR
Brian Hernandez,Male,20-09-2016,04:48:13,78321,20,TRUE,HR
Peggy Martin,Female,07-11-2022,16:46:34,72868,8,FALSE,HR
Sheri Gonzalez,Female,29-12-2019,11:18:12,76709,7,FALSE,IT
Mary Welch,Male,20-09-2018,23:57:04,62759,15,TRUE,Marketing
Kelly Brandt,Male,28-11-2020,03:31:38,74895,20,FALSE,Sales
Maria Nixon,Male,10-04-2023,04:21:48,77973,5,TRUE,HR
Kyle Salazar,Male,03-08-2023,20:38:35,64274,0,FALSE,HR
Lauren Freeman,Male,24-03-2020,03:02:03,65165,2,TRUE,IT
Patricia Kim,Male,28-12-2018,23:19:49,73997,6,FALSE,HR
Katelyn Garcia,Male,02-05-2022,12:36:30,79547,1,FALSE,HR
David Rodriguez,Male,15-05-2018,16:44:55,69923,1,FALSE,IT
Pamela Harris,Male,12-09-2015,04:03:08,62167,15,FALSE,Marketing
Taylor Davis,Male,21-01-2021,15:25:46,62907,14,TRUE,Marketing
David Valdez,Female,14-11-2015,02:24:22,77719,11,FALSE,Marketing
Marilyn Little,Female,11-07-2020,22:22:59,66397,20,TRUE,Sales
Gabrielle Perez,Female,28-11-2020,12:24:01,61835,14,TRUE,IT
Paul Myers,Female,03-01-2019,15:25:46,77793,2,TRUE,HR
Mrs. Dawn Bennett DDS,Male,08-05-2016,02:25:37,64072,3,FALSE,IT
Jody Rodgers,Female,20-04-2022,20:37:47,76379,12,FALSE,Marketing
Beth Anderson,Female,05-12-2023,17:23:36,62333,18,FALSE,Sales
David Martinez,Female,24-12-2015,02:45:49,78497,12,TRUE,HR
Katie Jimenez,Female,23-09-2023,20:16:16,61278,18,TRUE,HR
Nancy Sullivan,Female,20-09-2018,17:41:51,73833,9,FALSE,HR
Hunter Brooks,Female,13-01-2019,09:28:06,75292,1,TRUE,Sales
Erin Mcgee,Male,19-07-2017,07:09:55,78190,0,FALSE,IT
Tracy Macias,Male,12-05-2015,11:17:44,70005,14,TRUE,Marketing
Sara Hester,Female,03-06-2021,07:30:11,64455,10,TRUE,Sales
Tommy Griffin,Male,30-12-2016,17:20:04,71577,20,TRUE,IT
Melinda Burke,Female,10-07-2018,01:28:15,67724,11,FALSE,Sales
Gregory Blevins,Female,16-01-2017,19:29:39,65616,19,TRUE,Sales
Renee Price,Female,11-12-2020,18:00:44,75486,20,TRUE,Sales
Dr. Aaron Harris,Female,25-10-2018,08:38:55,60983,19,TRUE,Marketing
Jim Duran,Female,02-02-2019,03:53:51,66404,19,FALSE,Marketing
Corey Singh,Female,05-05-2023,11:31:56,77488,9,FALSE,Sales
Anthony Allen,Female,29-05-2022,20:01:58,68141,18,TRUE,IT
Holly Chen,Female,14-02-2017,04:39:47,71364,4,TRUE,HR
Jason Stout,Female,21-04-2015,00:15:13,74875,12,TRUE,Sales
Kelly Thomas,Female,25-06-2022,03:34:10,68156,10,TRUE,Sales
Lucas Ramirez,Female,21-10-2019,07:01:27,60097,12,TRUE,HR
William Robbins,Male,15-04-2021,11:26:27,73468,13,TRUE,Sales
Danielle Andrews,Female,29-08-2022,19:04:12,61936,3,FALSE,Sales
Michael Smith,Male,01-05-2020,21:45:07,72268,12,TRUE,IT
James Mason,Female,21-11-2020,12:32:35,65801,13,TRUE,Marketing
James Hancock,Male,29-12-2016,02:23:57,77307,17,FALSE,Sales
Anthony Cruz,Male,22-09-2019,15:51:31,66388,11,FALSE,HR
Mark Robinson,Female,23-11-2019,12:22:09,69041,8,FALSE,IT
Lori Long MD,Male,01-01-2019,10:33:00,70042,6,FALSE,IT
Debbie Ramsey,Male,15-11-2015,18:00:01,62754,2,TRUE,Marketing
Jessica Jones,Female,13-12-2019,02:03:00,68688,18,FALSE,IT
Rebecca Ruiz,Female,12-02-2022,02:29:39,75664,20,FALSE,Sales
John Deleon,Male,13-08-2016,14:38:24,78160,17,FALSE,Sales
Cynthia Garcia,Female,09-05-2018,15:27:22,72404,7,TRUE,IT
Tara Meza,Male,07-04-2019,09:34:36,65289,19,TRUE,HR
Dawn Ramos,Female,21-05-2016,08:02:50,68949,15,TRUE,IT
Michael Mosley,Female,26-10-2019,22:32:15,69446,5,FALSE,Sales
Suzanne Diaz,Female,24-07-2021,19:57:07,74448,6,FALSE,Sales
Cole Reed,Female,21-06-2019,22:14:32,72276,20,TRUE,IT
Scott Bradley,Male,15-09-2020,17:00:52,60068,1,FALSE,IT
Stephanie Williams,Male,21-04-2017,16:14:31,68555,11,TRUE,Sales
Rebecca Hart,Female,07-11-2018,10:05:54,75732,18,TRUE,Sales
Debra Anderson,Male,20-04-2018,13:47:00,71128,14,TRUE,IT
Joel Rodriguez,Female,29-11-2020,10:37:07,66441,2,TRUE,HR
Anna Johnson,Male,17-07-2022,07:04:07,68224,12,FALSE,Sales
Mr. David Graham,Female,26-03-2021,07:02:12,77533,20,FALSE,Sales
Anthony Rodriguez,Female,23-07-2021,18:25:02,66736,1,TRUE,IT
William Randall,Female,03-11-2020,11:59:01,60434,13,FALSE,Marketing
Jade Cruz,Male,19-04-2021,17:08:16,60867,12,FALSE,Sales
Alexandra Williams,Female,09-01-2019,11:29:42,70142,19,TRUE,Sales
Frank Robinson,Male,19-04-2020,14:39:22,77002,15,TRUE,Marketing
Kyle Powell,Female,29-11-2023,21:14:22,60293,13,TRUE,IT
Debra Barber,Female,20-06-2018,09:56:16,62736,11,TRUE,HR
Alicia Lane,Male,16-07-2019,18:17:59,65396,10,TRUE,Sales
Kevin Brown,Male,28-07-2016,10:47:53,62667,13,TRUE,HR
Jordan Lewis,Female,27-08-2018,17:50:03,61726,5,FALSE,Sales
Peggy Avila,Female,04-02-2016,12:13:25,76758,7,TRUE,HR
Arthur Diaz,Male,16-01-2020,00:29:20,61968,17,FALSE,HR
Sandra Casey,Female,28-11-2015,17:11:27,77956,9,TRUE,IT
Melissa Gates,Male,12-09-2021,19:05:15,75141,19,FALSE,Marketing
William Brooks,Female,09-09-2023,11:26:33,76556,8,TRUE,HR
Steven Smith,Male,15-04-2018,00:02:07,62210,9,TRUE,IT
Amanda Greer,Female,20-10-2017,19:20:43,64470,8,FALSE,HR
Mary Jones,Female,09-04-2017,01:58:48,67301,15,TRUE,Sales
Mark Griffith,Female,18-03-2020,10:49:12,62219,11,FALSE,Sales
Darrell Carr,Female,02-01-2015,12:34:11,79627,19,FALSE,Marketing
Alexis Weber,Female,18-05-2017,10:20:23,75418,13,TRUE,Marketing
Ryan Peterson,Male,03-07-2023,19:27:07,79432,7,TRUE,IT
Brandy Armstrong,Female,23-10-2023,09:41:44,76348,15,FALSE,Sales
Alexander Calderon,Female,27-12-2020,05:04:21,74535,13,TRUE,Marketing
Patricia Humphrey,Female,22-08-2017,10:06:12,63267,1,FALSE,Sales
Stephanie Fitzpatrick,Female,15-01-2019,08:46:35,77546,3,FALSE,HR
Matthew Brown,Female,21-12-2021,22:53:02,67532,18,TRUE,Sales
Danielle Jensen,Female,05-03-2017,15:10:16,74209,0,TRUE,IT
Rachael Taylor,Female,24-04-2023,07:06:43,72552,13,TRUE,Marketing
Steven Norris,Male,31-07-2023,20:03:24,71705,9,FALSE,Marketing
Ashley Garcia,Male,05-09-2018,03:12:29,75930,10,TRUE,Sales
Karen Torres,Male,16-03-2023,17:43:49,61865,2,FALSE,Sales
Robert Bailey,Female,02-12-2023,15:42:10,65413,4,FALSE,IT
Joseph Simpson,Female,15-05-2018,02:41:02,63400,16,TRUE,Sales
Jason Horne,Female,02-10-2022,14:49:16,71312,18,FALSE,HR
Jennifer Franco,Female,17-11-2017,05:47:30,79875,20,TRUE,IT
Chad Crawford,Female,27-05-2020,04:17:16,72238,7,FALSE,Sales
Kimberly Flores,Female,31-12-2018,00:27:18,68001,15,FALSE,IT
Christopher Kirk,Male,04-06-2019,04:37:02,74655,13,FALSE,IT
Nicole Lester MD,Female,25-02-2016,11:55:53,67323,15,FALSE,IT
Andrew Peterson DDS,Male,06-01-2022,04:29:52,70821,2,TRUE,Sales
Rebecca Brown,Female,14-01-2021,01:42:12,78048,9,FALSE,Marketing
Maria Meza,Male,03-10-2021,09:04:38,62696,15,FALSE,Sales
Joshua Brown,Male,20-12-2019,21:58:54,75738,18,TRUE,IT
Matthew Garner,Female,06-08-2023,14:55:43,70739,5,TRUE,Marketing
Mr. Ryan Reynolds,Female,18-08-2021,10:52:54,68349,18,TRUE,Sales
Lisa Mccann,Male,01-11-2021,08:18:17,67342,16,FALSE,IT
Nicole Taylor,Male,15-10-2020,20:10:34,74341,0,TRUE,IT
Martin Kidd,Male,19-09-2017,10:25:38,71222,18,TRUE,Sales
Ernest Palmer,Female,23-01-2016,20:24:18,64702,13,FALSE,Marketing
Jesse Carrillo,Female,12-06-2023,17:50:23,67254,17,FALSE,HR
Evan Delacruz,Male,23-01-2020,03:39:24,79931,15,FALSE,Sales
Charles Martinez DDS,Female,17-04-2017,06:58:44,65276,19,FALSE,Marketing
Kimberly Davidson,Male,16-09-2023,10:24:18,70233,4,FALSE,Sales
Joseph Knapp MD,Male,23-01-2017,18:39:54,68884,1,FALSE,Sales
Jesus Gross,Male,23-08-2018,08:09:48,73037,7,TRUE,IT
Martin Lambert,Female,07-06-2022,12:17:45,62497,2,FALSE,Marketing
Rachel Barnes,Male,15-07-2018,13:01:31,74707,4,TRUE,Marketing
Meghan Daniel,Female,12-11-2015,22:32:56,79766,6,TRUE,HR
Chad Thomas,Female,13-08-2023,14:53:24,63355,19,TRUE,Marketing
Paul Gardner,Male,05-10-2018,03:30:29,72602,1,TRUE,Sales
David Conner,Male,26-10-2019,14:17:58,62003,16,FALSE,IT
James Griffin,Female,12-06-2021,16:24:48,62845,16,FALSE,Sales
Jesus Church,Female,16-02-2016,10:50:27,74086,1,TRUE,HR
Adam Brown,Male,23-05-2021,02:12:16,62856,7,FALSE,HR
Mrs. Teresa Boyd PhD,Male,28-01-2019,19:15:08,62189,1,TRUE,Marketing
Anna Baker,Female,25-02-2023,06:22:04,73539,15,FALSE,Marketing
Timothy Miller,Female,28-07-2016,17:45:31,67869,13,FALSE,Marketing
Gary Velasquez,Female,17-02-2022,17:21:39,70195,11,FALSE,IT
Melinda Soto,Female,18-04-2022,11:25:58,61906,6,FALSE,HR
Brian Lawson,Female,21-09-2022,02:39:14,68195,6,FALSE,HR
Mr. Stephen Reed,Male,01-03-2017,12:29:17,61655,4,FALSE,Sales
Yvonne Cummings,Female,01-07-2018,21:55:32,72172,6,TRUE,HR
Brian Evans DDS,Male,04-11-2018,10:15:14,66296,7,TRUE,HR
Justin Krueger,Male,01-05-2023,06:50:33,71967,2,FALSE,IT
Christine Robinson,Female,31-05-2019,23:22:54,60933,14,TRUE,Sales
Gary Rodriguez,Female,04-10-2019,23:35:42,68205,0,FALSE,Sales
Alexandria Robertson,Female,19-05-2023,17:14:55,60465,12,FALSE,IT
David Moore,Male,07-10-2017,12:39:09,70480,20,TRUE,IT
Dylan Wilkerson,Female,08-09-2020,13:38:35,76614,15,FALSE,Sales
Ryan Reeves,Male,22-03-2021,16:59:57,73764,9,TRUE,IT
Jacob Reed,Male,08-04-2022,20:17:48,74849,18,FALSE,Sales
Christopher Goodman,Male,21-05-2019,09:04:42,65710,18,FALSE,HR
Julia Bennett,Female,06-01-2019,13:14:41,78572,10,FALSE,Sales
Cheryl Smith,Female,29-05-2016,02:28:28,65496,1,TRUE,Sales
Samantha Williams,Female,07-05-2017,05:43:54,76621,19,TRUE,Marketing
Anna Thomas,Female,29-11-2022,11:18:08,63658,5,FALSE,Sales
Michael Hernandez,Female,30-04-2023,02:41:18,77390,17,TRUE,IT
Dr. Jessica Phillips,Female,13-07-2023,11:35:53,62705,12,FALSE,HR
Donald Moreno,Female,10-10-2019,02:54:54,70274,12,FALSE,IT
John Estrada,Female,25-03-2017,02:31:01,68238,10,TRUE,Sales
Emily Lopez MD,Male,12-02-2020,03:38:01,60988,8,TRUE,IT
Karen Mcdowell,Male,04-08-2019,13:02:02,69933,4,FALSE,Marketing
Mrs. Lynn Lee DDS,Female,02-12-2018,15:40:49,70821,8,FALSE,HR
Russell Davis,Male,02-06-2020,12:31:36,76453,18,FALSE,Marketing
Andrew Russell,Female,10-01-2016,19:27:29,61476,3,FALSE,Marketing
Phillip Vaughan,Female,07-04-2018,07:31:14,61425,19,TRUE,Marketing
Mary Jacobs,Female,12-05-2018,08:35:24,64694,20,FALSE,HR
Joseph Camacho,Male,23-10-2023,13:10:35,76498,0,TRUE,IT
Joshua Reyes,Male,19-01-2018,07:36:43,75120,15,TRUE,Marketing
Katrina Evans,Male,25-05-2017,17:32:52,68842,13,TRUE,Sales
Timothy Moore,Male,24-08-2022,23:21:11,73553,3,TRUE,IT
Steven Williams,Male,23-05-2015,22:52:51,75968,18,TRUE,HR
Cheyenne Hernandez,Female,28-12-2019,02:15:37,68788,11,FALSE,IT
Vanessa Torres,Male,27-10-2023,14:24:12,75984,11,FALSE,Sales
Stephanie Holden,Male,31-12-2018,05:24:23,64112,17,FALSE,Marketing
Andre Miles,Female,17-06-2021,07:53:13,62959,11,TRUE,Marketing
Sarah Bailey,Female,22-09-2016,14:14:53,77074,16,TRUE,IT
Tanner Davis,Female,14-12-2015,16:34:30,75338,3,FALSE,IT
John Jackson,Female,10-05-2015,05:29:49,73644,2,FALSE,Marketing
Pamela Townsend,Female,03-08-2019,04:15:37,61413,18,TRUE,Marketing
Dale Walker MD,Male,23-03-2020,13:06:58,72714,8,FALSE,HR
Glenn Kelly,Female,16-11-2021,06:53:46,78634,11,FALSE,HR
James Henderson,Female,04-01-2022,13:35:04,63819,2,TRUE,Sales
Catherine Scott,Female,03-08-2019,11:44:50,73609,6,TRUE,Sales
Arthur Smith,Female,16-10-2021,00:47:40,72171,2,TRUE,IT
Anna Moore,Female,23-12-2017,00:42:21,79889,12,TRUE,Sales
Amy Myers,Male,16-02-2016,18:07:32,64761,20,FALSE,Marketing
Jill Myers,Female,19-11-2016,16:36:11,78285,12,FALSE,IT
Wesley Smith,Female,01-12-2017,15:46:05,78712,16,FALSE,Sales
Linda Boone,Male,12-12-2017,10:52:48,78731,13,TRUE,HR
Paige Brown,Female,19-12-2020,06:11:14,65309,15,TRUE,IT
Jerry Williams,Male,02-05-2016,03:37:02,72736,18,TRUE,Sales
Anna Taylor,Female,08-08-2016,14:43:14,78461,2,FALSE,IT
Wesley Patterson,Male,24-12-2018,04:34:25,67702,0,TRUE,Sales
Katherine Marks,Female,12-07-2019,11:51:37,69226,12,TRUE,HR
Steven Padilla,Female,13-04-2016,12:14:45,72794,6,TRUE,HR
Elizabeth Kline,Female,23-04-2018,07:53:54,67986,14,TRUE,IT
Shelby Adkins,Female,14-05-2020,06:25:32,67412,12,TRUE,Marketing
Brandi Huff,Male,06-01-2016,12:45:27,65694,6,TRUE,Marketing
Susan Peters,Male,11-04-2018,10:16:22,71413,13,FALSE,Sales
William Freeman,Female,26-05-2021,14:55:43,76067,14,FALSE,Marketing
Aaron Knight,Female,15-03-2021,21:42:07,65446,19,FALSE,HR
Charles Yoder,Male,30-12-2020,16:46:09,69763,0,TRUE,Sales
Mr. Jordan Sutton,Male,13-04-2021,07:33:44,75360,6,TRUE,Sales
Bryan Jones,Male,06-08-2019,00:26:43,70110,16,TRUE,Marketing
Sharon Rodriguez,Female,07-04-2019,05:47:04,72482,6,FALSE,Sales
Amy Griffin,Male,11-12-2016,18:59:47,71191,13,TRUE,HR
Laura Wong,Male,07-07-2018,07:45:50,60421,7,TRUE,Marketing
Willie Hayden,Female,21-03-2017,20:50:02,76566,13,TRUE,HR
Kristen Johnson,Female,13-12-2023,13:46:58,66549,20,TRUE,HR
Jessica Mcmahon,Male,17-09-2020,00:07:09,65360,16,TRUE,Marketing
Danielle Nelson,Female,21-01-2020,04:31:37,79755,0,TRUE,Marketing
Reginald Scott,Female,23-05-2021,22:04:25,72613,12,TRUE,Marketing
Molly Johnson,Female,14-08-2018,22:06:24,75733,5,TRUE,Sales
Alex Wilson,Male,27-01-2018,04:38:36,73570,10,FALSE,IT
Lauren Keller,Male,09-12-2018,07:19:50,66307,6,FALSE,HR
Julian Holden,Male,11-02-2018,21:49:02,79700,8,TRUE,Sales
Laura Contreras,Female,13-11-2023,17:22:19,71836,6,FALSE,Sales
Jonathan Ramirez MD,Male,18-11-2023,10:36:10,66582,4,FALSE,IT
Elizabeth Cunningham DDS,Male,14-05-2022,07:08:01,74687,10,FALSE,Marketing
Christina Jones,Male,29-08-2016,14:29:06,79072,20,FALSE,HR
Austin Scott,Male,12-08-2016,08:25:16,61786,11,FALSE,Marketing
Kelly Nguyen,Male,20-06-2021,16:36:25,74944,2,TRUE,Marketing
Amanda Pham,Female,09-02-2023,22:00:37,64972,9,FALSE,HR
Nathaniel Love,Female,30-12-2017,23:08:24,65242,19,TRUE,Sales
Denise Barber,Male,02-11-2015,20:35:48,62419,10,TRUE,IT
Kaylee Walker,Female,30-03-2022,09:12:31,74474,15,FALSE,IT
Michael Garner,Male,07-04-2019,07:19:24,68063,12,TRUE,Marketing
Andrew Miller,Female,01-04-2017,16:59:17,74433,13,FALSE,Sales
Tracey Nguyen,Male,26-12-2023,16:34:27,64386,12,TRUE,IT
Marisa Martin,Female,10-05-2015,05:38:17,78466,0,TRUE,IT
John Neal,Female,04-04-2018,10:32:41,79018,9,TRUE,IT
Justin Phillips,Female,25-05-2021,06:38:24,75008,15,FALSE,Marketing
Joe Kent,Male,15-12-2019,12:27:06,67789,17,FALSE,IT
Debbie Oliver,Female,23-04-2020,15:41:18,60539,1,TRUE,IT
John Ferrell,Female,16-02-2021,12:55:04,73116,14,TRUE,Sales
Casey Ramirez,Male,17-02-2015,15:41:16,78491,20,FALSE,Sales
Steven Garcia,Female,07-03-2019,22:20:45,60500,3,FALSE,HR
Erica Anderson,Male,02-03-2015,09:30:58,75062,0,FALSE,Marketing
Rebecca Marsh,Male,17-08-2020,00:50:31,78413,10,TRUE,Marketing
Shawn Scott,Male,02-02-2020,18:00:26,77401,15,TRUE,Marketing
Megan Dixon,Male,06-09-2018,02:44:15,60023,4,TRUE,Sales
Carla Cooper,Male,10-06-2018,00:08:16,78041,17,TRUE,HR
Kimberly Wells,Male,14-11-2020,20:37:45,60373,18,FALSE,Marketing
Mary Morris,Female,16-03-2017,21:27:10,74044,7,FALSE,Sales
Andrew Burton,Male,31-12-2016,05:48:57,66532,20,FALSE,Sales
Brian Chase,Female,15-03-2018,10:50:11,68199,16,TRUE,Marketing
Kyle Green,Female,16-03-2022,16:00:32,73779,15,TRUE,Marketing
Jennifer Young,Male,26-05-2015,16:01:46,78982,20,TRUE,IT
Tyler Wise,Female,06-10-2021,11:03:37,70681,15,FALSE,Sales
Savannah Dixon,Female,01-07-2017,15:11:16,76027,15,TRUE,IT
John Murphy,Female,14-03-2021,22:41:01,72815,14,TRUE,Sales
Michael Shaw,Male,05-12-2023,20:30:48,72860,8,TRUE,IT
Jeff Madden,Female,31-05-2015,21:30:47,73949,17,FALSE,Sales
Karen Allen,Male,22-02-2018,13:16:12,71592,16,FALSE,HR
Brian Rodriguez,Male,10-09-2022,02:29:07,65270,10,TRUE,HR
Matthew Mitchell,Male,29-11-2019,15:20:35,79326,5,FALSE,Marketing
Linda Gonzalez,Male,07-02-2017,12:29:25,70362,8,FALSE,HR
Kyle Simmons,Male,26-11-2023,17:34:34,78466,10,TRUE,IT
Jason Martinez,Male,11-05-2015,06:16:16,62969,9,FALSE,HR
Catherine Thomas,Female,12-10-2023,08:27:40,79935,14,TRUE,HR
David Wilson,Male,04-05-2019,23:12:56,62304,18,TRUE,HR
Vanessa Kerr,Female,30-08-2023,01:58:34,66869,16,FALSE,IT
Craig Farley,Female,24-06-2018,15:24:56,74451,7,FALSE,Marketing
Mercedes Jordan,Female,19-01-2018,07:27:54,67995,12,TRUE,HR
Yvonne Reeves,Female,02-08-2021,16:36:39,63428,6,TRUE,IT
Christopher Lopez,Female,05-11-2022,20:23:31,76312,2,TRUE,Sales
Samuel Lawson,Male,11-03-2020,10:27:24,66590,0,FALSE,IT
Samantha Terrell,Male,08-01-2018,07:38:48,77745,20,FALSE,Sales
Sharon Mcclure,Female,14-02-2020,22:20:23,62220,3,TRUE,HR
Lauren Adkins,Male,06-07-2015,09:02:31,71579,19,FALSE,HR
Angel Brown,Female,03-03-2015,07:17:01,65441,18,FALSE,HR
Ethan Briggs,Male,10-01-2023,14:33:36,70273,18,FALSE,HR
John Edwards,Male,06-11-2019,22:51:44,64571,7,FALSE,Marketing
Teresa Sparks,Female,01-02-2022,09:03:15,72752,13,TRUE,Marketing
Heather Shields,Male,16-09-2022,04:06:47,77156,18,FALSE,HR
Jessica Ewing,Male,16-03-2017,06:28:33,70149,0,TRUE,Marketing
Gregory Hall,Male,04-10-2015,10:45:43,77490,14,FALSE,IT
Michelle Nelson,Male,10-09-2022,22:11:13,60699,16,TRUE,Sales
Melissa Rowe,Female,15-04-2021,21:04:18,67825,5,TRUE,Marketing
Jeremy Smith,Male,08-09-2023,19:16:52,65910,12,FALSE,Sales
Kelly Anderson,Male,12-12-2015,21:08:27,60144,15,TRUE,IT
Jonathan Rowe,Female,19-11-2023,01:07:44,78325,2,FALSE,HR
Angel Simpson,Male,14-03-2015,09:06:58,67315,3,TRUE,Marketing
Timothy Rivas,Female,07-12-2022,19:14:24,61850,10,FALSE,Marketing
Victoria Ruiz,Female,04-10-2021,20:17:24,74821,15,TRUE,Sales
Christopher Lara,Male,21-08-2020,03:40:37,61093,7,TRUE,Sales
Sara Diaz,Female,09-09-2016,02:33:30,70472,14,FALSE,HR
Lee Shelton,Female,12-06-2017,18:14:22,76498,19,TRUE,Sales
Kelsey Phillips,Male,03-03-2016,09:09:52,66855,13,TRUE,Marketing
John Allen,Female,24-08-2023,18:23:16,76017,16,FALSE,HR
Alicia Glass,Male,30-03-2022,20:55:06,68725,19,FALSE,Sales
Leah Stevenson,Female,20-07-2021,20:21:51,70604,10,FALSE,HR
Alexander Allen,Male,04-03-2023,05:29:20,73266,9,FALSE,Marketing
Christopher Wang,Female,19-02-2023,11:20:19,71910,3,FALSE,IT
Dana Ewing,Male,19-04-2021,22:37:00,74831,11,TRUE,IT
Brenda Navarro,Female,09-07-2018,06:42:58,69845,9,TRUE,IT
Jessica Valenzuela,Male,14-08-2018,07:56:31,73738,20,TRUE,HR
Kristina Pierce,Female,05-08-2023,17:31:22,63415,3,TRUE,IT
